,nome,cpf,idade,data,endereco,estado,pais
890,Pedro da Cunha,594.270.316-70,58,21/10/1965,"Residencial de Rios, 70
Vila São Francisco
08040513 Barros / SC",Goiás,Brasil
891,Liz Moraes,371.624.890-87,45,01/11/1978,"Morro José Miguel Albuquerque, 91
Mariano De Abreu
53017-213 Silveira / MT",Pernambuco,Brasil
892,Ana Lívia da Rocha,542.913.760-06,33,06/05/1991,"Estrada da Rosa, 18
Eymard
84787794 Câmara / SP",Santa Catarina,Brasil
893,Davi Lucas Teixeira,409.583.172-32,43,05/01/1981,"Esplanada de Vargas, 4
Nova Cintra
69097967 da Paz da Mata / RS",Rio Grande do Sul,Brasil
894,Brenda da Costa,927.854.016-11,34,17/11/1989,"Praia de Santos
Pindorama
21778-582 Alves da Serra / GO",Paraíba,Brasil
895,Dr. Francisco Moreira,045.182.679-58,42,04/10/1981,"Setor de Sá, 98
São Paulo
40435692 Cardoso de Moreira / BA",Acre,Brasil
896,Srta. Juliana Guerra,987.602.135-40,43,29/03/1981,"Jardim de da Mata, 9
Vila Da Ária
09989-050 Cunha do Norte / PR",Amapá,Brasil
897,Maria Helena Santos,472.063.815-53,38,20/09/1985,"Condomínio de Campos, 28
Saudade
57417157 Viana / CE",Minas Gerais,Brasil
898,Agatha Ribeiro,461.970.235-80,36,17/01/1988,"Campo Maya Melo
Nova Cachoeirinha
74355-909 Rocha / RS",Amapá,Brasil
899,Erick da Conceição,809.761.524-01,55,17/01/1969,"Residencial Enrico Albuquerque, 82
Céu Azul
96030-893 Alves / RJ",Santa Catarina,Brasil
900,Sr. Alexandre Marques,157.830.694-93,41,19/10/1982,"Condomínio Maria Alice Nunes
Bacurau
85542-363 Castro da Serra / AL",Minas Gerais,Brasil
901,Srta. Elisa Guerra,749.052.136-06,48,26/01/1976,"Praça Rebeca Almeida, 8
Santa Cruz
25027373 Pastor / DF",Distrito Federal,Brasil
902,Mariane Fernandes,924.753.816-55,30,20/09/1993,"Lago Eduardo da Rocha
Vila Paris
40322197 Pereira Alegre / AL",Espírito Santo,Brasil
903,Raquel Machado,,25,20/11/1998,"Estrada Kaique Oliveira, 71
São Sebastião
12968-726 Lima de Albuquerque / MT",Paraná,Brasil
904,Bella Barros,781.452.036-35,33,30/05/1991,"Quadra de Costela, 184
Boa União 1ª Seção
84367106 Casa Grande / BA",Espírito Santo,Brasil
905,Daniel Moraes,254.160.987-67,37,19/06/1987,"Distrito Sampaio, 32
Nossa Senhora Da Aparecida
11447-718 Almeida / PB",Santa Catarina,Brasil
906,Dr. Oliver Sales,370.812.456-17,23,13/09/2000,"Loteamento de Casa Grande, 88
Jardinópolis
83353940 Oliveira da Mata / PA",Paraíba,Brasil
907,Benjamim Moura,017.592.364-70,46,13/04/1978,"Vereda Barbosa, 53
Vila Minaslandia
67127-212 Cardoso / AM",Ceará,Brasil
908,Luiz Otávio Pastor,854.672.019-30,51,22/05/1973,"Trevo Carvalho, 49
Horto
62540778 Peixoto / CE",Paraíba,Brasil
909,Agatha Guerra,357.490.216-61,31,29/09/1992,"Loteamento de da Conceição, 283
Barão Homem De Melo 3ª Seção
05991-881 Costela Paulista / RN",Acre,Brasil
910,Júlia Rocha,409.813.267-22,39,12/05/1985,"Trecho de Leão, 85
Buritis
24612-082 Fonseca / PR",Pernambuco,Brasil
911,Lucas Caldeira,348.620.975-29,57,13/10/1966,"Estrada Benício Vargas, 4
Olaria
55538281 Martins do Norte / RJ",Roraima,Brasil
912,Dra. Pietra Rezende,089.312.546-60,52,27/06/1972,"Pátio Maria Clara Casa Grande
Vila Santo Antônio Barroquinha
63461-843 da Conceição dos Dourados / MS",Amapá,Brasil
913,Nicole Porto,165.784.290-85,21,18/11/2002,"Loteamento Viana, 6
Vila Minaslandia
69924-567 Costa do Galho / GO",Ceará,Brasil
914,Mariah Rodrigues,936.805.271-95,25,05/01/1999,"Praia da Mota
Vila Jardim Alvorada
13829322 Carvalho / BA",Amapá,Brasil
915,Liam da Mota,316.087.245-90,45,29/09/1978,"Vale Thiago da Paz, 17
Vila São Rafael
70692-163 da Rocha de da Rocha / PA",Sergipe,Brasil
916,Erick Sá,049.512.738-88,41,17/06/1983,"Travessa Luísa Silveira, 41
Vila Madre Gertrudes 3ª Seção
54575216 Pimenta Alegre / PE",Amapá,Brasil
917,Cecília Albuquerque,143.726.509-06,34,06/03/1990,"Quadra Ana Sophia Cardoso, 70
Vila Nova Cachoeirinha 2ª Seção
74351994 Moreira / MG",Roraima,Brasil
918,Lorenzo Pacheco,671.243.598-64,40,03/10/1983,"Pátio Maria Fernanda Moreira, 71
Floresta
41705-299 Casa Grande / ES",Bahia,Brasil
919,Olivia Moura,319.642.580-06,52,30/10/1971,"Parque Alexia Melo, 22
São Tomaz
16268-940 da Cunha das Pedras / PR",Amazonas,Brasil
920,Aurora Nunes,327.468.095-83,45,20/03/1979,"Área Gabriel Carvalho
Santa Efigênia
71252-914 Machado / SC",Pará,Brasil
921,Maya Vargas,037.461.528-44,49,16/02/1975,"Esplanada Agatha da Mata
Conjunto Jardim Filadélfia
75941-456 Alves de Aragão / RR",Minas Gerais,Brasil
922,Brenda Monteiro,693.528.017-68,37,07/04/1987,"Núcleo de Mendonça, 48
Piratininga
07482832 da Mata da Prata / AL",Paraná,Brasil
923,José Pedro Silva,249.508.763-92,44,09/07/1980,"Alameda Lima
Esplanada
94025-431 Melo do Amparo / RJ",Sergipe,Brasil
924,Sr. Benjamim Santos,369.820.574-29,29,20/08/1994,"Trecho de Carvalho, 12
Maria Virgínia
82715-458 Albuquerque / ES",Acre,Brasil
925,Dra. Clara Aparecida,948.560.317-75,45,06/10/1978,"Rodovia Carvalho, 25
Vila Suzana Primeira Seção
56900-052 da Rosa / AM",Rondônia,Brasil
926,Sr. Leandro Dias,479.368.215-46,22,06/10/2001,"Recanto Antony Lopes
Santa Inês
58119045 Macedo do Amparo / GO",Bahia,Brasil
927,Yasmin Sales,459.072.681-58,30,13/01/1994,"Feira Carvalho, 18
Pilar
98357578 Castro de Siqueira / PR",Maranhão,Brasil
928,Murilo Lopes,601.492.573-25,53,26/10/1970,"Setor de Farias, 3
Vila Copacabana
39941723 Pereira de Cirino / PI",Roraima,Brasil
929,Kamilly Caldeira,507.629.831-59,52,21/11/1971,"Condomínio Isabel da Cruz, 6
Conjunto Paulo Vi
63001-378 Costela Grande / CE",Rio Grande do Sul,Brasil
930,Sra. Aurora Sá,738.560.941-48,29,12/01/1995,"Vila de Cassiano, 39
Vila Atila De Paiva
53140231 Marques / RN",Piauí,Brasil
931,João Miguel Cunha,401.527.869-02,45,29/12/1978,"Vale Azevedo
Vale Do Jatoba
75058653 Sá da Prata / PI",Pará,Brasil
932,João Guilherme Marques,216.450.873-44,34,17/06/1990,"Chácara Lunna Pereira, 52
Alto Das Antenas
95341779 Ribeiro Alegre / PB",Ceará,Brasil
933,Ana Pastor,812.057.963-12,47,22/06/1977,"Via Machado, 15
Santa Margarida
40601-925 Cavalcante / TO",Paraíba,Brasil
934,Luiz Felipe Fonseca,783.124.956-73,49,05/11/1974,"Parque Cavalcanti, 55
Custodinha
65605-609 Caldeira dos Dourados / PB",Amazonas,Brasil
935,Maria Vargas,723.861.904-04,50,17/09/1973,"Recanto de da Costa, 6
Nazare
12666093 Vieira / MG",Rio Grande do Sul,Brasil
936,Calebe Guerra,847.012.369-69,28,14/08/1996,"Quadra Sousa, 22
Vila Paquetá
98033-352 Castro / ES",Bahia,Brasil
937,Stephany Rezende,684.971.532-19,32,14/03/1992,"Campo Barbosa, 638
Vila Da Amizade
95435630 Marques das Pedras / MA",Goiás,Brasil
938,Dom Pacheco,125.637.890-95,34,24/10/1989,"Morro Monteiro, 13
Monte Azul
90056934 Ribeiro / BA",Acre,Brasil
939,Daniela Sales,679.302.815-40,53,08/03/1971,"Fazenda de Fogaça
Vila Suzana Segunda Seção
39110-657 Peixoto / MS",Rio de Janeiro,Brasil
940,Dra. Maria Isis Duarte,419.287.360-50,42,28/09/1981,"Via de da Costa, 90
Vila Paquetá
17965-499 Brito / ES",Paraná,Brasil
941,Apollo Pereira,246.307.958-47,60,08/12/1963,"Loteamento Nogueira, 59
Brasil Industrial
78228474 Moraes de Carvalho / RO",São Paulo,Brasil
942,Caio Pastor,041.762.539-16,30,24/01/1994,"Passarela da Conceição, 16
Jatobá
97750-259 Ribeiro dos Dourados / AP",Distrito Federal,Brasil
943,Lara das Neves,985.407.231-23,51,11/10/1972,"Lagoa de Pastor, 90
Guaratã
83859731 Almeida das Pedras / DF",Roraima,Brasil
944,Juan Nascimento,431.857.602-71,33,10/06/1991,"Via Aragão
Vila Tirol
83257051 Sampaio / AL",Rondônia,Brasil
945,Maria Helena Andrade,951.726.048-20,36,04/01/1988,"Trevo de Novaes, 44
Esplanada
07195-536 Pinto Verde / ES",Acre,Brasil
946,Rafael Albuquerque,,43,26/02/1981,"Avenida de Ramos, 19
Novo Aarão Reis
43852-182 Andrade dos Dourados / PA",Goiás,Brasil
947,Benjamim Pastor,046.832.159-42,31,31/05/1993,"Praia Eloah Machado, 147
Ribeiro De Abreu
57107-064 Novaes Grande / PA",Rio de Janeiro,Brasil
948,Noah Sá,714.836.025-08,58,09/05/1966,"Estação das Neves, 89
Pantanal
45054578 Casa Grande da Praia / PA",Santa Catarina,Brasil
949,Sr. Dom Farias,381.695.027-21,53,02/06/1971,,,Brasil
950,Brayan Cirino,672.190.853-03,57,09/08/1967,"Rodovia Castro, 398
Ipiranga
67381-766 Moura / BA",Pará,Brasil
951,João Vitor da Cunha,392.718.650-30,38,21/12/1985,"Trecho Teixeira, 4
Santa Rita
32642-909 Lima Grande / RJ",Rio de Janeiro,Brasil
952,Sr. Paulo Silveira,980.346.125-70,36,30/07/1988,"Morro Anthony Gabriel da Rosa, 44
Coração De Jesus
51764-461 da Luz do Oeste / RN",Distrito Federal,Brasil
953,Thales Camargo,654.731.920-25,22,25/11/2001,"Rua de Viana, 23
Conjunto Jardim Filadélfia
76285396 Moreira do Amparo / MS",Mato Grosso do Sul,Brasil
954,Sr. Vitor Gabriel Dias,920.486.517-20,39,05/10/1984,"Travessa Siqueira, 95
Vista Do Sol
97157786 Lopes da Prata / PR",Pernambuco,Brasil
955,Caleb Brito,015.348.672-44,30,20/11/1993,"Área Davi Lucas Novaes, 39
Granja De Freitas
37021-702 Peixoto / BA",Bahia,Brasil
956,Srta. Maria Alice da Mota,651.078.293-68,35,05/10/1988,"Pátio Pedro Lucas Lima, 306
Conjunto Califórnia Ii
54420177 da Rosa do Amparo / PA",Alagoas,Brasil
957,Noah Cavalcante,329.751.864-28,24,21/11/1999,"Conjunto de Ramos
Coração De Jesus
31979968 Macedo / RJ",Roraima,Brasil
958,Dra. Antonella Cardoso,213.605.497-06,52,13/05/1972,"Jardim de da Paz, 74
Gutierrez
55744-092 Santos de Goiás / AM",Pernambuco,Brasil
959,Mariane Sales,026.479.315-34,36,21/09/1987,"Campo de Moreira, 44
Mirtes
17730-494 Abreu de Pimenta / CE",Bahia,Brasil
960,Clarice Sá,741.560.923-99,41,28/08/1982,"Sítio Mariana Dias, 224
São Pedro
98460-771 Vieira / AP",Sergipe,Brasil
961,Pedro Teixeira,078.943.625-65,51,28/04/1973,"Viela de Sampaio, 99
Xodo-Marize
32262-638 Alves / CE",Acre,Brasil
962,Sr. Juan Novais,247.859.136-73,18,03/07/2006,"Núcleo de Sampaio, 9
Milionario
30844-599 Carvalho Verde / BA",Distrito Federal,Brasil
963,Ester Nascimento,695.472.138-73,55,31/12/1968,"Recanto Gabriela Lopes, 25
Túnel De Ibirité
52712930 Cunha de Goiás / SC",Rio de Janeiro,Brasil
964,Elisa Sampaio,871.452.306-07,50,13/09/1973,"Fazenda de das Neves, 61
Santa Rita De Cássia
43714-453 Camargo / RO",Mato Grosso do Sul,Brasil
965,Laura Martins,915.863.027-95,32,11/01/1992,"Avenida Oliver Carvalho
São Luiz
24933-657 Cavalcanti / GO",Pernambuco,Brasil
966,Zoe Oliveira,476.159.328-82,55,22/11/1968,"Rua de da Rocha, 26
São Jorge 1ª Seção
49330-503 Vasconcelos do Norte / RR",Goiás,Brasil
967,Sra. Zoe Andrade,397.654.801-48,51,07/02/1973,"Jardim Lavínia da Paz, 916
Jardim Vitoria
79887-684 Campos do Oeste / CE",Pernambuco,Brasil
968,Davi Lucca Mendonça,609.524.318-15,41,24/04/1983,"Rua Pedro Monteiro, 85
Vera Cruz
08347-786 Rios / ES",Pernambuco,Brasil
969,Davi Siqueira,487.356.209-00,40,08/04/1984,"Residencial Guilherme Jesus, 5
Cônego Pinheiro 2ª Seção
30709064 Silveira da Praia / RJ",Pará,Brasil
970,Pedro Henrique Monteiro,520.413.786-62,37,14/01/1987,"Loteamento Cassiano, 941
Conjunto Novo Dom Bosco
12816-677 Garcia / RN",Amazonas,Brasil
971,Luiz Henrique Guerra,879.645.230-74,21,03/10/2002,"Vale Amanda Novaes, 25
Vila Da Amizade
68589-049 Nascimento / PI",Rio de Janeiro,Brasil
972,Luísa Guerra,854.107.269-01,47,18/05/1977,"Lagoa de Araújo, 510
Alta Tensão 1ª Seção
24594053 Freitas de Vasconcelos / GO",Piauí,Brasil
973,Gabriela Câmara,472.065.183-62,48,06/11/1975,"Estrada de Moura, 695
Conjunto Bonsucesso
47948-756 Brito Grande / RN",Roraima,Brasil
974,Srta. Rebeca Brito,258.193.046-24,22,05/08/2002,"Aeroporto Igor Leão, 45
Vila Nova Cachoeirinha 1ª Seção
16001878 Abreu / PR",Alagoas,Brasil
975,Theodoro Correia,761.524.039-52,34,16/04/1990,"Condomínio da Cunha, 31
Vila Santa Rosa
80977-670 Mendes / RN",Goiás,Brasil
976,Benjamin Rodrigues,295.180.763-59,23,07/08/2001,"Favela de Macedo
Vila União
81255630 Monteiro de Cassiano / RS",Santa Catarina,Brasil
977,Dr. Bruno Duarte,645.197.832-91,30,08/04/1994,"Área Cirino, 71
Barão Homem De Melo 2ª Seção
31110-092 Vieira / MT",Pará,Brasil
978,Sr. Arthur Gabriel da Paz,951.063.284-89,28,17/08/1995,"Recanto de Sales, 46
Bandeirantes
48976-524 Costa Grande / MG",Minas Gerais,Brasil
979,Manuella Vieira,084.539.726-56,53,14/12/1970,"Travessa Araújo, 63
Frei Leopoldo
69639-030 da Mata / MG",Rio Grande do Norte,Brasil
980,Maria Helena Sousa,492.507.163-70,39,12/03/1985,"Trevo Duarte, 3
Chácara Leonina
69707-286 Freitas / RO",Santa Catarina,Brasil
981,Ísis Melo,610.842.573-35,48,10/12/1975,"Trecho de da Conceição, 6
Jardim América
25299988 Vieira dos Dourados / AL",Ceará,Brasil
982,Maria Liz Dias,297.143.086-31,40,27/12/1983,"Núcleo Martins, 1
Gameleira
41669-997 Mendonça / PB",Bahia,Brasil
983,Dra. Sarah Silveira,037.492.516-06,21,01/03/2003,"Viela Abreu, 56
Santa Amelia
43485133 Vasconcelos / CE",Rio Grande do Sul,Brasil
984,Carlos Eduardo Caldeira,356.041.792-99,18,07/06/2006,"Estrada Léo Azevedo, 5
Vila Nova Gameleira 1ª Seção
97437-593 Sousa / PB",Paraíba,Brasil
985,Rodrigo Castro,736.521.984-09,53,07/04/1971,"Aeroporto Carlos Eduardo da Paz
Parque São José
34782286 Freitas / ES",Mato Grosso do Sul,Brasil
986,Eloá Fogaça,389.724.605-83,20,05/03/2004,"Colônia de da Mota, 3
Barão Homem De Melo 3ª Seção
28886-796 Pires / RR",Rio de Janeiro,Brasil
987,Juliana Cassiano,287.095.146-94,42,26/05/1982,"Conjunto Evelyn Nunes, 983
Barão Homem De Melo 1ª Seção
18048292 Porto / MG",Goiás,Brasil
988,Sra. Ágatha Pereira,178.059.264-76,26,02/03/1998,"Feira Matheus Campos, 72
Vila Jardim Montanhes
09424189 Souza do Oeste / MS",Paraíba,Brasil
989,Maria Alice Jesus,,50,14/05/1974,"Trevo João Gabriel Lopes, 6
Pindorama
92427-335 Gomes do Sul / PR",Bahia,Brasil
990,Daniel Melo,192.534.068-60,41,18/11/1982,"Praça Barros, 863
Ouro Minas
59188-243 Costa da Praia / PE",Rio Grande do Sul,Brasil
991,Raquel da Mata,870.261.539-86,49,14/08/1975,"Loteamento Farias, 5
Santo Antônio
23614-147 Silveira de Moreira / MT",Paraíba,Brasil
992,Sr. José Pedro Abreu,754.368.092-00,57,03/04/1967,"Trecho Clara Alves, 4
Conjunto Floramar
46983-309 Moraes / PE",Roraima,Brasil
993,Maria Clara Montenegro,513.094.682-06,18,22/11/2005,"Via de Sousa, 75
Alto Caiçaras
97275-833 Siqueira / DF",Paraná,Brasil
994,Srta. Lorena da Rocha,526.918.037-59,33,24/11/1990,"Sítio Rafaela da Luz
Vila Copasa
63548510 Garcia / RO",Maranhão,Brasil
995,Daniela Nogueira,097.213.854-41,53,17/07/1971,"Vereda Luiz Miguel Moura, 3
Serra Do Curral
98101965 da Rosa de Farias / RO",Rondônia,Brasil
996,Caroline Alves,879.523.146-37,57,19/01/1967,"Conjunto Rodrigues, 19
Novo Santa Cecilia
74875-580 Nogueira do Oeste / PB",Rio de Janeiro,Brasil
997,Anthony Gabriel Guerra,530.682.479-00,31,04/01/1993,"Trecho de Costa, 842
Jaqueline
27428855 Duarte / MT",São Paulo,Brasil
998,Enzo Fonseca,594.032.617-06,21,03/01/2003,"Fazenda de Peixoto
Marçola
89809-349 Sampaio / MT",Tocantins,Brasil
999,Ayla Pinto,936.270.518-40,48,21/01/1976,"Largo Fernando Barbosa, 9
Candelaria
66035000 da Cruz de Freitas / GO",Santa Catarina,Brasil
1000,Sr. Noah da Rosa,849.756.310-75,25,16/03/1999,"Praça Gustavo Moura, 577
Delta
14319-901 Montenegro / SE",Pernambuco,Brasil
1001,Vitória Ribeiro,203.546.179-07,36,31/07/1988,"Praça de Gonçalves, 57
Esperança
76615087 Rezende / ES",Rondônia,Brasil
1002,Dra. Ana Carolina Oliveira,983.167.045-01,39,28/03/1985,"Vila de Teixeira, 82
Trevo
53203782 da Rocha da Praia / AP",São Paulo,Brasil
1003,Diogo da Cruz,462.097.135-99,40,29/05/1984,"Ladeira de Sampaio, 77
Custodinha
50913-746 Barbosa / DF",Mato Grosso,Brasil
1004,Benicio Pinto,549.603.712-34,45,21/01/1979,"Via de Ribeiro, 57
Novo Das Industrias
63050193 Marques / PA",Acre,Brasil
1005,Elisa Fernandes,216.785.439-00,46,04/09/1977,"Ladeira Otávio Aragão
Leonina
93461717 Aragão da Prata / MG",São Paulo,Brasil
1006,Dra. Ágatha da Cruz,531.624.789-28,19,01/07/2005,"Lagoa de da Rosa, 49
Candelaria
22302165 Farias Verde / AM",Acre,Brasil
1007,Ana Laura Novais,042.875.639-56,52,15/03/1972,"Condomínio Nascimento, 16
Vila Madre Gertrudes 1ª Seção
23824-240 Vargas / RJ",Rio Grande do Sul,Brasil
1008,Luna Cunha,807.435.296-00,39,20/05/1985,"Largo de Ribeiro
Aparecida
43297767 Albuquerque / PA",Rondônia,Brasil
1009,Francisco da Luz,145.076.938-10,21,12/02/2003,"Largo Teixeira, 8
Aarão Reis
22342-144 Albuquerque de Leão / AC",Ceará,Brasil
1010,Lorena Moraes,397.126.405-07,40,05/07/1984,"Favela Eduardo Lopes, 36
Mangueiras
34659654 Ribeiro da Praia / CE",Amapá,Brasil
1011,Maria Julia Santos,043.187.259-79,50,13/03/1974,"Quadra Bruno Rezende, 3
Barão Homem De Melo 2ª Seção
10239-333 Cavalcante / AL",Santa Catarina,Brasil
1012,Dom Caldeira,835.079.416-00,48,06/05/1976,"Jardim Andrade, 7
Vila Minaslandia
06143296 da Conceição Verde / PB",Rio de Janeiro,Brasil
1013,Catarina Casa Grande,762.458.093-47,48,21/10/1975,"Pátio de Viana, 994
Coração De Jesus
47569-392 Melo / PR",Paraná,Brasil
1014,Leonardo Cavalcanti,083.745.629-00,50,08/05/1974,"Área de Guerra
Vila Mangueiras
82937302 Melo da Praia / MS",Piauí,Brasil
1015,Júlia Carvalho,463.895.710-20,54,23/05/1970,"Travessa Ana Julia Cavalcanti, 41
Europa
01817-956 Alves / RS",Mato Grosso do Sul,Brasil
1016,Eduardo Montenegro,390.618.572-95,43,22/12/1980,"Campo de Nunes, 3
Santa Monica
33993845 Monteiro / PI",Tocantins,Brasil
1017,Srta. Aylla Pinto,385.749.261-91,33,01/10/1990,"Loteamento de Garcia, 82
Jardim Do Vale
71474-084 da Mota / RO",Pernambuco,Brasil
1018,Pietra Porto,309.285.641-42,58,21/01/1966,"Favela Camargo
Alta Tensão 1ª Seção
52566-404 Montenegro / RJ",Acre,Brasil
1019,Maria Flor Pires,485.379.120-50,27,19/03/1997,"Estrada João Gabriel Aparecida, 330
Tirol
34300-474 Alves do Oeste / GO",Paraíba,Brasil
1020,Luara Fernandes,416.079.325-80,46,08/07/1978,"Parque de da Paz, 7
Vila Engenho Nogueira
14099-467 Silveira / RR",Ceará,Brasil
1021,Alícia Rezende,183.756.902-95,45,12/07/1979,"Morro Felipe Araújo, 83
Pompéia
86121204 Pires / SC",Santa Catarina,Brasil
1022,Gabriel Ramos,895.602.437-56,28,23/07/1996,,,Brasil
1023,Nicolas Cavalcante,361.754.089-93,57,29/10/1966,"Viaduto Larissa Siqueira, 935
Santa Lúcia
39853-878 das Neves do Amparo / AP",Roraima,Brasil
1024,Cecilia Pacheco,039.584.621-89,23,28/08/2000,"Avenida Enzo Rocha, 16
Vila Da Luz
03067-808 Fernandes de Minas / AP",Pernambuco,Brasil
1025,Sophie Correia,856.137.904-93,36,10/08/1988,"Lago Brito, 664
Vila Real 2ª Seção
96462236 Rios / CE",Tocantins,Brasil
1026,Ísis Souza,643.085.219-98,31,01/02/1993,"Passarela Abreu, 56
Vila Primeiro De Maio
47714-233 Gonçalves do Oeste / DF",Mato Grosso,Brasil
